id,web_name,minutes,goals_scored,assists,expected_goals,expected_assists,xGI,expected_goals_conceded,defensive_contribution_per_90,starts,yellow_cards,red_cards,saves,penalties_missed,goals_conceded,own_goals,clean_sheets,GI,overperformance,highlight
26,Zubimendi,1173,2,1,0.59,1.04,1.63,6.64,8.52,13,3,0,0,0,7,0,8,3,1.37,False
266,Eze,890,4,3,2.54,1.37,3.91,4.85,6.17,10,0,0,0,0,5,0,6,7,3.09,False
662,Mosquera,429,0,0,0.0,0.43,0.43,2.68,7.34,4,1,0,0,0,4,0,1,0,-0.43,False
666,Gyökeres,826,4,0,4.45,0.66,5.11,4.63,3.16,10,2,0,0,0,3,0,5,4,-1.1100000000000003,False
32,Martinez,990,0,0,0.0,0.03,0.03,12.69,0.0,11,1,0,27,0,8,0,4,0,-0.03,False
36,Cash,1236,2,1,0.34,1.34,1.68,18.07,6.04,14,3,0,0,0,13,0,5,3,1.32,False
37,Digne,972,0,3,0.35,1.48,1.83,13.48,4.63,12,2,0,0,0,8,0,5,3,1.17,False
38,Konsa,1145,0,0,0.31,0.19,0.5,17.47,5.97,13,0,1,0,0,13,0,5,0,-0.5,False
40,Mings,497,0,0,0.33,0.09,0.42,8.78,7.42,6,0,0,0,0,6,0,2,0,-0.42,False
41,Pau,867,0,0,0.22,0.2,0.42,12.32,7.06,9,0,0,0,0,10,1,3,0,-0.42,False
44,Bogarde,303,0,0,0.0,0.09,0.09,4.43,4.16,3,1,0,0,0,2,0,1,0,-0.09,False
47,Rogers,1246,3,3,0.99,1.3,2.29,18.91,6.14,14,2,0,0,0,14,0,5,6,3.71,False
48,Tielemans,511,0,1,0.3,0.84,1.14,9.24,8.98,6,0,0,0,0,6,0,2,1,-0.1399999999999999,False
50,Buendía,537,3,2,1.08,0.71,1.79,7.98,9.55,6,2,0,0,0,4,0,2,5,3.21,False
53,Malen,464,4,1,2.95,0.34,3.29,6.36,2.52,4,0,0,0,0,7,0,1,5,1.71,False
54,McGinn,1070,1,1,1.03,1.37,2.4,15.41,7.74,14,3,0,0,0,11,0,6,2,-0.3999999999999999,False
58,Kamara,890,1,2,0.19,0.53,0.71,12.07,9.0,11,3,0,0,0,9,0,4,3,2.29,False
59,Onana,590,2,0,0.43,0.13,0.56,9.42,13.12,7,2,0,0,0,7,0,3,2,1.44,False
64,Watkins,1054,3,0,3.82,0.64,4.46,16.0,3.16,12,0,0,0,0,12,0,5,3,-1.46,False
677,Guessand,505,0,2,0.97,0.37,1.34,8.37,8.55,6,0,0,0,0,9,0,1,2,0.6599999999999999,False
187,Walker,1260,0,1,0.12,0.52,0.64,29.63,7.79,14,4,0,0,0,28,0,2,1,0.36,False
190,Ekdal,623,0,0,0.15,0.2,0.35,11.88,11.12,7,0,0,0,0,13,0,1,0,-0.35,False
191,Estève,1252,0,0,0.19,0.35,0.54,29.52,10.57,14,0,0,0,0,28,2,2,0,-0.54,False
192,Hartman,1247,0,4,0.19,1.47,1.66,28.05,7.07,14,1,0,0,0,25,0,2,4,2.34,False
198,Tuanzebe,630,0,0,0.0,0.03,0.03,16.74,10.0,7,1,0,0,0,14,0,1,0,-0.03,False
200,Anthony,1029,4,2,2.49,1.21,3.7,23.61,7.61,13,3,0,0,0,22,0,3,6,2.3,False
202,Bruun Larsen,485,0,1,0.38,0.7,1.08,12.67,4.27,4,0,0,0,0,15,0,1,1,-0.08000000000000007,False
205,Cullen,1191,2,1,0.75,0.77,1.52,26.81,10.88,14,1,0,0,0,23,1,3,3,1.48,False
207,Hannibal,395,0,2,0.26,0.74,1.0,11.14,7.97,4,3,0,0,0,10,0,1,2,1.0,False
209,Laurent,578,0,0,0.16,0.18,0.34,15.6,8.1,6,1,0,0,0,18,0,0,0,-0.34,False
210,Tchaouna,629,1,1,0.45,0.29,0.74,11.82,5.58,8,1,0,0,0,8,0,2,2,1.26,False
215,Flemming,562,4,0,2.03,0.1,2.13,12.61,4.32,7,2,0,0,0,10,0,1,4,1.87,False
217,Foster,760,2,1,1.55,0.2,1.75,14.49,5.09,9,2,0,0,0,14,0,3,3,1.25,False
470,Dúbravka,1260,0,0,0.0,0.03,0.03,29.63,0.0,14,0,0,52,0,28,0,2,0,-0.03,False
676,Ugochukwu,708,2,1,0.97,0.11,1.08,17.36,7.25,8,0,1,0,0,15,0,2,3,1.92,False
722,Florentino,884,0,1,0.48,0.18,0.66,19.37,13.24,10,1,0,0,0,18,0,2,1,0.33999999999999997,False
67,Petrović,1260,0,0,0.0,0.0,0.0,18.42,0.0,14,1,0,40,0,24,0,4,0,0.0,False
72,Senesi,1157,0,3,0.18,2.27,2.45,16.7,12.45,13,5,0,0,0,23,0,4,3,0.5499999999999998,False
74,Truffert,1232,0,1,0.2,0.95,1.15,17.57,7.38,14,3,0,0,0,22,0,4,1,-0.1499999999999999,False
81,Kluivert,480,1,0,0.45,0.9,1.35,7.36,5.44,5,3,0,0,0,7,0,2,1,-0.3500000000000001,False
82,Semenyo,1170,6,4,4.99,1.11,6.1,17.77,8.0,13,3,0,0,1,22,0,4,10,3.9000000000000004,False
84,Tavernier,1066,3,1,2.67,1.71,4.38,13.98,7.68,12,1,0,0,0,20,0,5,4,-0.3799999999999999,False
85,Adams,1192,2,1,0.56,0.32,0.88,17.6,10.95,14,5,0,0,0,23,0,4,3,2.12,False
86,Brooks,628,0,1,1.41,1.81,3.22,7.58,7.31,8,5,0,0,0,10,0,3,1,-2.22,False
90,Scott,896,1,1,0.66,0.48,1.14,12.13,10.65,13,2,0,0,0,14,0,4,2,0.8600000000000001,False
97,Evanilson,919,1,3,3.0,0.54,3.54,10.09,4.02,10,1,0,0,0,17,0,3,4,0.45999999999999996,False
100,Kroupi.Jr,406,4,0,2.64,0.16,2.8,7.24,6.43,5,1,0,0,0,10,0,2,4,1.2000000000000002,False
685,Diakité,945,0,0,0.02,0.13,0.15,15.63,8.57,11,1,0,0,0,19,0,3,0,-0.15,False
697,Adli,368,1,0,0.94,0.23,1.17,6.68,12.72,3,0,0,0,0,8,0,0,1,-0.16999999999999993,False
713,A.Jimenez,544,0,0,0.17,0.21,0.38,9.6,6.12,6,4,0,0,0,11,0,1,0,-0.38,False
721,Milosavljević,365,0,0,0.15,0.19,0.34,4.35,9.62,4,0,0,0,0,6,0,1,0,-0.34,False
83,O.Dango,884,3,4,3.42,0.64,4.06,10.64,7.64,10,3,0,0,0,12,0,3,7,2.9400000000000004,False
101,Kelleher,1260,0,0,0.0,0.02,0.02,17.45,0.0,14,1,0,34,0,22,0,2,0,-0.02,False
106,Collins,1186,0,0,1.01,0.74,1.75,16.38,10.4,13,4,0,0,0,21,1,2,0,-1.75,False
107,Lewis-Potter,488,0,1,0.23,0.38,0.61,8.79,4.8,5,1,0,0,0,12,0,2,1,0.39,False
108,Ajer,557,0,2,0.43,0.52,0.95,6.87,8.08,6,0,0,0,0,9,0,1,2,1.05,False
110,Kayode,1222,0,1,0.17,1.55,1.72,17.16,6.11,14,1,0,0,0,21,0,2,1,-0.72,False
113,Van den Berg,1260,0,0,1.86,0.18,2.04,17.45,8.79,14,0,0,0,0,22,0,2,0,-2.04,False
116,Hickey,336,0,0,0.35,0.16,0.51,2.92,6.7,4,1,0,0,0,5,0,1,0,-0.51,False
120,Schade,1143,3,2,3.33,0.96,4.29,13.06,7.01,13,4,0,0,1,15,0,3,5,0.71,False
121,Damsgaard,913,1,1,0.7,1.86,2.56,12.67,8.97,11,0,0,0,0,14,0,2,2,-0.56,False
124,Henderson,1038,0,3,0.07,1.11,1.18,13.33,8.32,12,3,0,0,0,16,0,3,3,1.82,False
126,Jensen,368,2,0,0.55,0.28,0.83,5.3,9.54,4,0,0,0,0,8,0,0,2,1.17,False
129,Yarmoliuk,1042,0,1,0.34,0.45,0.79,14.48,10.54,13,2,0,0,0,18,0,2,1,0.20999999999999996,False
136,Thiago,1131,11,0,8.73,0.29,9.02,16.27,5.81,13,3,0,0,1,20,0,2,11,1.9800000000000004,False
139,Verbruggen,1260,0,0,0.0,0.01,0.01,18.23,0.0,14,2,0,37,0,20,1,3,0,-0.01,False
145,De Cuyper,629,2,0,1.2,1.21,2.41,10.51,3.72,7,1,0,0,0,12,0,1,2,-0.41000000000000014,False
146,Dunk,1215,0,1,0.56,0.1,0.66,17.37,6.74,13,3,0,0,0,19,0,3,1,0.33999999999999997,False
148,F.Kadıoğlu,980,0,0,0.54,0.84,1.38,14.02,5.42,10,3,0,0,0,15,0,3,0,-1.38,False
151,Van Hecke,1260,3,0,1.72,0.32,2.03,18.23,8.36,14,3,0,0,0,20,1,3,3,0.9700000000000002,False
152,Veltman,358,0,0,0.0,0.01,0.01,7.52,10.81,4,3,0,0,0,7,0,0,0,-0.01,False
157,Mitoma,508,1,1,0.76,0.29,1.05,7.99,3.9,6,1,0,0,0,8,0,1,2,0.95,False
158,Georginio,821,0,4,0.89,1.4,2.29,8.85,5.92,10,2,0,0,0,8,0,4,4,1.71,False
160,Minteh,1210,1,7,2.45,2.17,4.62,16.95,7.07,14,0,0,0,0,18,0,4,8,3.38,False
162,Gruda,301,1,1,1.65,0.53,2.18,5.57,9.27,3,1,0,0,0,6,0,0,2,-0.18000000000000016,False
166,Ayari,1051,1,0,1.08,0.59,1.67,13.1,9.93,11,0,0,0,0,13,0,3,1,-0.6699999999999999,False
167,Baleba,772,0,0,0.16,0.21,0.37,10.8,11.19,12,4,0,0,0,11,0,4,0,-0.37,False
169,Gomez,780,2,0,2.02,0.71,2.73,10.26,9.58,9,4,0,0,0,12,0,3,2,-0.73,False
173,Wieffer,909,0,4,0.37,1.12,1.49,11.6,14.95,10,4,0,0,0,13,0,3,4,2.51,False
178,Welbeck,886,7,0,5.48,0.56,6.04,12.27,4.16,10,2,0,0,1,15,0,3,7,0.96,False
220,Sánchez,1174,0,0,0.0,0.02,0.02,16.54,0.0,14,1,1,25,0,15,0,6,0,-0.02,False
224,Cucurella,1166,0,2,0.53,1.91,2.44,16.94,6.87,13,3,0,0,0,14,0,6,2,-0.43999999999999995,False
225,James,841,1,4,0.5,1.66,2.16,14.1,5.67,9,2,0,0,0,10,0,3,5,2.84,False
226,Chalobah,1110,3,1,0.87,0.63,1.5,13.79,8.35,13,2,1,0,0,14,0,6,4,2.5,False
228,Gusto,707,1,1,0.82,0.53,1.35,11.56,5.35,7,0,1,0,0,7,0,4,2,0.6499999999999999,False
230,Fofana,397,0,0,0.25,0.03,0.28,3.97,8.61,5,0,0,0,0,4,0,2,0,-0.28,False
232,Tosin,557,0,0,0.11,0.22,0.32,8.62,10.34,5,1,0,0,0,9,0,2,0,-0.32,False
236,Neto,1054,5,2,2.81,2.39,5.2,13.07,4.27,13,1,0,0,0,8,0,6,7,1.7999999999999998,False
237,Enzo,1150,4,2,5.61,2.17,7.78,15.79,6.65,13,2,0,0,0,15,0,5,6,-1.7800000000000002,False
238,Estêvão,427,1,3,1.95,1.82,3.77,3.0,7.38,6,3,0,0,0,4,0,2,4,0.22999999999999998,False
239,Gittens,398,0,2,0.7,0.92,1.62,6.61,4.97,4,0,0,0,0,4,0,1,2,0.3799999999999999,False
241,Caicedo,982,3,1,0.57,0.74,1.31,13.44,12.92,11,2,1,0,0,12,0,4,4,2.69,False
246,Andrey Santos,393,0,0,0.73,0.09,0.82,6.14,11.22,4,2,0,0,0,5,0,1,0,-0.82,False
249,João Pedro,1148,4,3,4.26,1.19,5.45,15.82,5.17,14,1,0,0,0,12,0,6,7,1.5499999999999998,False
250,Delap,315,0,0,0.68,0.08,0.76,3.0,2.86,5,0,0,0,0,4,0,2,0,-0.76,False
453,Garnacho,416,1,2,0.86,1.88,2.74,6.44,4.33,5,0,0,0,0,5,0,2,3,0.2599999999999998,False
253,Henderson,1260,0,0,0.0,0.06,0.06,16.81,0.0,14,1,0,33,0,11,0,7,0,-0.06,False
256,Muñoz,1260,3,3,1.78,1.99,3.77,16.81,7.21,14,4,0,0,0,11,0,7,6,2.23,False
257,Lacroix,1260,0,2,0.57,0.18,0.75,16.81,10.79,14,1,0,0,0,11,0,7,2,1.25,False
258,Mitchell,1254,1,0,0.39,0.82,1.21,16.81,7.61,14,2,0,0,0,11,0,7,1,-0.20999999999999996,False
